Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: ChemSpider Search,Annotation Source: MassList Match,Molecular Weight,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: Extractables and Leachables HRAM Compound Database,mzCloud Best Sim. Match,Group Area: Neg_1,Group Area: Neg_2,Group Area: Neg_3,Group Area: Neg_4,Group Area: Neg_5,Group Area: Neg_6,Group Area: Neg_Pool,Group CV [%]: Neg_1,Group CV [%]: Neg_2,Group CV [%]: Neg_3,Group CV [%]: Neg_4,Group CV [%]: Neg_5,Group CV [%]: Neg_6,Group CV [%]: Neg_Pool,Ratio: (Neg_1) / (Neg_Pool),Ratio: (Neg_2) / (Neg_Pool),Ratio: (Neg_3) / (Neg_Pool),Ratio: (Neg_4) / (Neg_Pool),Ratio: (Neg_5) / (Neg_Pool),Ratio: (Neg_6) / (Neg_Pool),Ratio: (Neg_2) / (Neg_1),Ratio: (Neg_3) / (Neg_1),Ratio: (Neg_4) / (Neg_1),Ratio: (Neg_5) / (Neg_1),Ratio: (Neg_6) / (Neg_1),Ratio: (Neg_3) / (Neg_2),Ratio: (Neg_4) / (Neg_2),Ratio: (Neg_5) / (Neg_2),Ratio: (Neg_6) / (Neg_2),Ratio: (Neg_4) / (Neg_3),Ratio: (Neg_5) / (Neg_3),Ratio: (Neg_6) / (Neg_3),Ratio: (Neg_5) / (Neg_4),Ratio: (Neg_6) / (Neg_4),Ratio: (Neg_6) / (Neg_5),Log2 Fold Change: (Neg_1) / (Neg_Pool),Log2 Fold Change: (Neg_2) / (Neg_Pool),Log2 Fold Change: (Neg_3) / (Neg_Pool),Log2 Fold Change: (Neg_4) / (Neg_Pool),Log2 Fold Change: (Neg_5) / (Neg_Pool),Log2 Fold Change: (Neg_6) / (Neg_Pool),Log2 Fold Change: (Neg_2) / (Neg_1),Log2 Fold Change: (Neg_3) / (Neg_1),Log2 Fold Change: (Neg_4) / (Neg_1),Log2 Fold Change: (Neg_5) / (Neg_1),Log2 Fold Change: (Neg_6) / (Neg_1),Log2 Fold Change: (Neg_3) / (Neg_2),Log2 Fold Change: (Neg_4) / (Neg_2),Log2 Fold Change: (Neg_5) / (Neg_2),Log2 Fold Change: (Neg_6) / (Neg_2),Log2 Fold Change: (Neg_4) / (Neg_3),Log2 Fold Change: (Neg_5) / (Neg_3),Log2 Fold Change: (Neg_6) / (Neg_3),Log2 Fold Change: (Neg_5) / (Neg_4),Log2 Fold Change: (Neg_6) / (Neg_4),Log2 Fold Change: (Neg_6) / (Neg_5),P-value: (Neg_1) / (Neg_Pool),P-value: (Neg_2) / (Neg_Pool),P-value: (Neg_3) / (Neg_Pool),P-value: (Neg_4) / (Neg_Pool),P-value: (Neg_5) / (Neg_Pool),P-value: (Neg_6) / (Neg_Pool),P-value: (Neg_2) / (Neg_1),P-value: (Neg_3) / (Neg_1),P-value: (Neg_4) / (Neg_1),P-value: (Neg_5) / (Neg_1),P-value: (Neg_6) / (Neg_1),P-value: (Neg_3) / (Neg_2),P-value: (Neg_4) / (Neg_2),P-value: (Neg_5) / (Neg_2),P-value: (Neg_6) / (Neg_2),P-value: (Neg_4) / (Neg_3),P-value: (Neg_5) / (Neg_3),P-value: (Neg_6) / (Neg_3),P-value: (Neg_5) / (Neg_4),P-value: (Neg_6) / (Neg_4),P-value: (Neg_6) / (Neg_5),Adj. P-value: (Neg_1) / (Neg_Pool),Adj. P-value: (Neg_2) / (Neg_Pool),Adj. P-value: (Neg_3) / (Neg_Pool),Adj. P-value: (Neg_4) / (Neg_Pool),Adj. P-value: (Neg_5) / (Neg_Pool),Adj. P-value: (Neg_6) / (Neg_Pool),Adj. P-value: (Neg_2) / (Neg_1),Adj. P-value: (Neg_3) / (Neg_1),Adj. P-value: (Neg_4) / (Neg_1),Adj. P-value: (Neg_5) / (Neg_1),Adj. P-value: (Neg_6) / (Neg_1),Adj. P-value: (Neg_3) / (Neg_2),Adj. P-value: (Neg_4) / (Neg_2),Adj. P-value: (Neg_5) / (Neg_2),Adj. P-value: (Neg_6) / (Neg_2),Adj. P-value: (Neg_4) / (Neg_3),Adj. P-value: (Neg_5) / (Neg_3),Adj. P-value: (Neg_6) / (Neg_3),Adj. P-value: (Neg_5) / (Neg_4),Adj. P-value: (Neg_6) / (Neg_4),Adj. P-value: (Neg_6) / (Neg_5)
TRUE,"2,2',2''-[(2S)-2-(4-Aminobenzyl)-1,4,7-triazonane-1,4,7-triyl]triacetic acid",C19 H28 N4 O6,Full match,No results,Full match,No results,408.19983,3.765,184064.5371,2,0,,No matches found,No matches found,,27362.53331,812.8494018,124.6958714,253386.5859,4496.364668,383.4675751,48242.83484,8.152250928,11.96649965,55.24933145,4.058407526,10.92022566,25.1910062,5.144715054,0.567,0.017,0.003,5.252,0.093,0.008,0.03,0.005,9.26,0.164,0.014,0.153,311.726,5.532,0.472,2032.037,36.059,3.075,0.018,0.002,0.085,-0.82,-5.89,-8.6,2.39,-3.42,-6.98,-5.07,-7.78,3.21,-2.61,-6.16,-2.7,8.28,2.47,-1.08,10.99,5.17,1.62,-5.82,-9.37,-3.55,0.004684634,4.36E-14,4.36E-14,3.31E-10,1.84E-13,4.36E-14,4.85E-14,4.36E-14,8.45E-11,1.35E-09,4.36E-14,1.52E-08,4.36E-14,7.99E-09,0.002016814,4.36E-14,5.98E-14,0.000155166,4.41E-14,4.36E-14,1.02E-11,0.012526866,5.44E-13,1.16E-12,2.91E-09,4.29E-13,2.39E-12,1.12E-12,7.85E-13,5.37E-10,3.01E-09,5.57E-13,8.45E-08,9.17E-13,1.84E-08,0.00503164,1.17E-12,1.70E-13,0.000647416,1.51E-13,9.51E-13,2.28E-11
TRUE,2-[(4-Methoxy-2-nitrophenyl)diazenyl]-3-oxo-N-phenylbutanamide,C17 H16 N4 O5,Full match,Invalid mass,Not the top hit,No match,356.11107,2.56,198519.8158,8,22,,Single match found,No matches found,69.6,79371.09402,49035.90471,193499.7566,189893.3468,31858.41061,148349.8005,132631.4457,17.17333556,10.66881078,15.09330465,10.52841286,24.76347736,12.03191742,5.2229079,0.598,0.37,1.459,1.432,0.24,1.119,0.618,2.438,2.392,0.401,1.869,3.946,3.873,0.65,3.025,0.981,0.165,0.767,0.168,0.781,4.657,-0.74,-1.44,0.54,0.52,-2.06,0.16,-0.69,1.29,1.26,-1.32,0.9,1.98,1.95,-0.62,1.6,-0.03,-2.6,-0.38,-2.58,-0.36,2.22,6.82E-06,1.13E-09,0.041887577,0.011557863,7.56E-13,0.964455074,0.011461477,5.27E-07,2.14E-07,5.60E-07,2.79E-05,6.79E-10,3.37E-10,0.002592402,1.48E-08,0.998909678,1.80E-12,0.475121458,1.04E-12,0.238162884,1.84E-11,2.87E-05,6.66E-09,0.105044493,0.02868721,1.64E-12,1,0.027672102,2.24E-06,8.21E-07,1.04E-06,8.38E-05,4.91E-09,2.40E-09,0.004140998,7.39E-08,1,4.36E-12,0.978160023,2.65E-12,0.470493208,4.04E-11
FALSE,2633,C19 H26 N4 O4,Full match,No results,Full match,No results,374.19426,4.036,237420.06,2,0,,No matches found,No matches found,,60926.25286,134715.3519,79169.99472,89315.08623,2327.382398,204822.8178,103112.947,5.947670586,1.954330205,32.57567411,4.148334848,23.65238644,29.5934492,21.73535456,0.591,1.306,0.768,0.866,0.023,1.986,2.211,1.299,1.466,0.038,3.362,0.588,0.663,0.017,1.52,1.128,0.029,2.587,0.026,2.293,88.006,-0.76,0.39,-0.38,-0.21,-5.47,0.99,1.14,0.38,0.55,-4.71,1.75,-0.77,-0.59,-5.86,0.6,0.17,-5.09,1.37,-5.26,1.2,6.46,0.002007161,0.565409939,0.404516978,0.698122251,4.36E-14,0.000485544,0.000588486,0.377547697,0.202972483,9.91E-14,1.32E-06,0.065998657,0.142450614,4.45E-14,0.112965638,0.999611806,5.21E-14,0.000115443,4.98E-14,0.000281964,4.36E-14,0.005779212,0.89724069,0.727829804,1,1.26E-13,0.001793918,0.001685367,0.659686229,0.383744851,3.43E-13,4.61E-06,0.124778711,0.278008456,1.83E-13,0.220465197,1,1.53E-13,0.000494462,1.58E-13,0.000903777,1.45E-13
FALSE,2-Aminoadipic acid,C6 H11 N O4,Full match,Full match,Full match,Full match,161.06906,0.576,70121.70448,30,1,51.9,Multiple matches found,No matches found,,46208.47753,33536.55672,36298.04694,95302.82167,19716.85966,22969.31166,44696.49091,6.300624607,5.469337792,6.747456511,2.614613195,12.50220065,5.170296652,6.462363664,1.034,0.75,0.812,2.132,0.441,0.514,0.726,0.786,2.062,0.427,0.497,1.082,2.842,0.588,0.685,2.626,0.543,0.633,0.207,0.241,1.165,0.05,-0.41,-0.3,1.09,-1.18,-0.96,-0.46,-0.35,1.04,-1.23,-1.01,0.11,1.51,-0.77,-0.55,1.39,-0.88,-0.66,-2.27,-2.05,0.22,0.999988949,0.000290526,0.005128421,2.99E-12,5.61E-13,2.86E-11,0.002263954,0.022225378,2.26E-10,2.86E-11,1.24E-09,0.9449224,7.18E-13,2.98E-08,4.80E-06,2.27E-12,5.46E-09,6.35E-07,4.36E-14,4.45E-14,0.150210718,1,0.000817528,0.015227948,5.56E-11,1.23E-12,3.95E-10,0.00608752,0.048455329,1.34E-09,7.24E-11,5.87E-09,1,9.39E-12,6.52E-08,1.83E-05,2.75E-11,1.06E-08,3.57E-06,1.51E-13,9.51E-13,0.197024356
FALSE,2-Furoate,C5 H4 O3,Full match,No results,Partial match,Full match,112.01611,0.555,30316.46686,8,0,,Single match found,No matches found,,13196.50831,965.4568941,1744.28954,2738.877479,38123.8825,636.8350997,3002.79044,16.26263604,4.650525881,29.13907684,25.53528126,4.383856292,66.86755782,17.84562239,4.395,0.322,0.581,0.912,12.696,0.212,0.073,0.132,0.208,2.889,0.048,1.807,2.837,39.488,0.66,1.57,21.856,0.365,13.92,0.233,0.017,2.14,-1.64,-0.78,-0.13,3.67,-2.24,-3.77,-2.92,-2.27,1.53,-4.37,0.85,1.5,5.3,-0.6,0.65,4.45,-1.45,3.8,-2.1,-5.9,2.22E-06,5.68E-05,0.164611902,0.945396937,7.05E-11,1.08E-06,3.82E-09,6.65E-07,9.33E-06,0.000899342,3.68E-10,0.094473745,0.005652811,3.87E-12,0.723104209,0.839812182,1.61E-10,0.00340337,1.09E-09,0.000172378,6.68E-13,1.00E-05,0.000169802,0.341940604,1,1.34E-10,5.51E-06,2.50E-08,2.80E-06,2.97E-05,0.001404134,1.90E-09,0.170616763,0.014399791,1.16E-11,1,1,3.46E-10,0.011936458,2.11E-09,0.000567556,1.60E-12
TRUE,2-Hydroxy-2_4-pentadienoate,C5 H6 O3,Full match,Invalid mass,Partial match,Full match,114.03184,0.561,132729.5899,17,10,,Single match found,No matches found,80.9,63055.28161,45416.71194,50679.7001,36102.94934,10216.51568,143799.9666,75477.00319,8.906012773,6.391131083,3.41775438,7.545204215,7.782879699,0.230707656,7.219937591,0.835,0.602,0.671,0.478,0.135,1.905,0.72,0.804,0.573,0.162,2.281,1.116,0.795,0.225,3.166,0.712,0.202,2.837,0.283,3.983,14.075,-0.26,-0.73,-0.57,-1.06,-2.89,0.93,-0.47,-0.32,-0.8,-2.63,1.19,0.16,-0.33,-2.15,1.66,-0.49,-2.31,1.5,-1.82,1.99,3.82,0.023985781,3.33E-08,4.99E-07,6.80E-12,4.36E-14,3.75E-11,0.000619558,0.00946786,4.05E-08,4.36E-14,3.39E-11,0.887998375,0.001835699,4.39E-14,1.16E-13,0.000121701,4.36E-14,3.18E-13,5.41E-14,4.50E-14,4.36E-14,0.056629843,1.57E-07,2.67E-06,1.10E-10,1.26E-13,4.77E-10,0.001753604,0.022137411,1.67E-07,1.77E-13,2.10E-10,1,0.004881749,1.83E-13,9.89E-13,0.000516695,1.43E-13,6.15E-12,1.68E-13,9.51E-13,1.45E-13
FALSE,2-methylthio-4-chloropyrimidine,C5 H5 Cl N2 S,No results,Invalid mass,Full match,No results,159.98603,0.419,448394.7883,1,1,,No matches found,No matches found,63.5,430534.8096,399420.0914,449163.2561,538427.0004,186714.6796,285864.1048,394857.3552,7.912169908,7.127433058,4.379233187,1.244883708,61.32418336,4.903719734,11.82751513,1.09,1.012,1.138,1.364,0.473,0.724,0.928,1.043,1.251,0.434,0.664,1.125,1.348,0.467,0.716,1.199,0.416,0.636,0.347,0.531,1.531,0.12,0.02,0.19,0.45,-1.08,-0.47,-0.11,0.06,0.32,-1.21,-0.59,0.17,0.43,-1.1,-0.48,0.26,-1.27,-0.65,-1.53,-0.91,0.61,0.999226485,0.999999063,0.973987996,0.496827135,0.000174413,0.292884438,0.999976164,0.999854869,0.89527647,0.000970457,0.331555294,0.996698192,0.783783139,0.00170686,0.464402409,0.977425809,0.000451315,0.193387666,6.85E-05,0.037629958,0.120881815,1,1,1,0.836665417,0.000251238,0.603217311,1,1,1,0.001500642,0.594343564,1,1,0.002762943,0.749235887,1,0.00067005,0.479998104,0.000102071,0.090611442,0.160292598
TRUE,2-Phosphoglycolate,C2 H5 O6 P,Full match,No results,Partial match,Full match,155.98171,0.436,64710.71713,2,0,,Single match found,No matches found,,3353.111633,13197.91513,2578.995883,2966.849293,81996.45259,2684.117842,3818.938409,11.15571176,16.80867758,19.50158673,13.75992143,26.29210332,36.09958182,23.55441888,0.878,3.456,0.675,0.777,21.471,0.703,3.936,0.769,0.885,24.454,0.8,0.195,0.225,6.213,0.203,1.15,31.794,1.041,27.638,0.905,0.033,-0.19,1.79,-0.57,-0.36,4.42,-0.51,1.98,-0.38,-0.18,4.61,-0.32,-2.36,-2.15,2.64,-2.3,0.2,4.99,0.06,4.79,-0.14,-4.93,0.967973025,4.38E-06,0.049774359,0.245625764,2.04E-13,0.368200924,1.99E-05,0.505058851,0.88284984,5.28E-12,0.949569603,4.30E-07,1.63E-06,1.10E-07,2.51E-06,0.992086175,6.01E-13,0.968627924,1.29E-12,0.999989637,1.65E-12,1,1.56E-05,0.122912193,0.47936641,4.67E-13,0.718585674,7.14E-05,0.837152341,1,1.42E-11,1,1.79E-06,6.48E-06,2.33E-07,9.97E-06,1,1.50E-12,1,3.23E-12,1,3.82E-12
FALSE,"3-(3-(4-Morpholinyl)propyl)-3,4,7,12-tetrahydro-1H-(1,2,5)triazepino(1,2-b)phthalazine-1,5(2H)-dione",C19 H26 N4 O3,Full match,No results,Not the top hit,No results,358.19929,4.552,718651.7885,5,0,,No matches found,No matches found,,332803.7299,62536.51382,528866.3792,176375.1675,51464.7461,118475.7849,229474.8804,3.811067517,2.79210552,24.12081682,7.907333803,15.42594888,41.15836104,9.328118881,1.45,0.273,2.305,0.769,0.224,0.516,0.188,1.589,0.53,0.155,0.356,8.457,2.82,0.823,1.895,0.333,0.097,0.224,0.292,0.672,2.302,0.54,-1.88,1.2,-0.38,-2.16,-0.95,-2.41,0.67,-0.92,-2.69,-1.49,3.08,1.5,-0.28,0.92,-1.58,-3.36,-2.16,-1.78,-0.57,1.2,0.043438099,1.18E-08,1.46E-06,0.484666555,1.67E-09,1.62E-05,4.36E-09,0.015453029,0.005840804,9.44E-10,1.03E-06,1.95E-11,1.08E-05,0.952580409,0.071525027,1.46E-06,5.88E-12,1.40E-09,1.45E-06,0.010401983,0.008638581,0.099169999,5.81E-08,6.99E-06,0.827016126,2.93E-09,7.11E-05,2.81E-08,0.034787284,0.013789995,2.13E-09,3.61E-06,1.85E-10,3.86E-05,1,0.146067987,8.03E-06,1.36E-11,1.33E-08,2.33E-06,0.028126032,0.012119053
FALSE,"3,3-Bis(iodomethyl)oxetane",C5 H8 I2 O,No results,No results,Full match,No results,337.86632,0.033,692680.701,1,0,,No matches found,No matches found,,201894.5634,276798.4486,124164.3941,190619.5393,225423.2601,140093.9514,388962.2043,99.5221977,100.6963377,83.73494555,31.57777001,30.53628345,16.50539624,41.93835966,0.519,0.712,0.319,0.49,0.58,0.36,1.371,0.615,0.944,1.117,0.694,0.449,0.689,0.814,0.506,1.535,1.816,1.128,1.183,0.735,0.621,-0.95,-0.49,-1.65,-1.03,-0.79,-1.47,0.46,-0.7,-0.08,0.16,-0.53,-1.16,-0.54,-0.3,-0.98,0.62,0.86,0.17,0.24,-0.44,-0.69,0.998927244,0.99743304,0.016342893,0.91627714,0.964891223,0.528113282,0.978571201,0.158909006,0.998311729,0.999786197,0.917102483,0.03023511,0.82198517,0.889920951,0.475187293,0.366154509,0.290140395,0.716532963,0.999998373,0.996215684,0.986968852,1,1,0.043944223,1,1,0.92899289,1,0.300437339,1,1,1,0.06446605,1,1,0.764088538,0.809218185,0.36569779,1,1,1,1
FALSE,"3,3-Bis(iodomethyl)oxetane",C5 H8 I2 O,No results,No results,Full match,No results,337.86634,0.053,482062.8754,1,0,,No matches found,No matches found,,81042.97811,274541.1268,133576.521,190619.5393,225423.2601,138756.0688,388962.2043,63.52141828,22.74241891,23.00679874,19.42307584,30.53628345,53.48821636,41.93835966,0.208,0.706,0.343,0.49,0.58,0.357,3.388,1.648,2.352,2.782,1.712,0.487,0.694,0.821,0.505,1.427,1.688,1.039,1.183,0.728,0.616,-2.26,-0.5,-1.54,-1.03,-0.79,-1.49,1.76,0.72,1.23,1.48,0.78,-1.04,-0.53,-0.28,-0.98,0.51,0.75,0.05,0.24,-0.46,-0.7,9.91E-05,0.805687496,0.087619691,0.497850496,0.794951383,0.012609699,0.017324789,0.223253354,0.043184531,0.017983953,0.609137969,0.851657244,0.999442424,1,0.430965586,0.974766938,0.859084637,0.988347539,0.99955859,0.685083053,0.440567021,0.000355134,1,0.200985453,0.836665417,0.90530934,0.039374802,0.040120563,0.412095656,0.091672426,0.025303004,1,1,1,1,0.697616534,1,1,1,1,1,0.543965404
TRUE,"3,4-DIMETHOXYBENZENEPROPANOL",C11 H16 O3,Full match,No results,Full match,No results,196.11011,2.719,64849.91454,44,0,,No matches found,No matches found,,44311.15361,15341.42565,58250.26927,75023.45392,19511.52378,31806.79276,45483.82507,16.71763693,6.473703104,8.226814842,12.67585943,17.88972197,22.43272273,8.831860308,0.974,0.337,1.281,1.649,0.429,0.699,0.346,1.315,1.693,0.44,0.718,3.797,4.89,1.272,2.073,1.288,0.335,0.546,0.26,0.424,1.63,-0.04,-1.57,0.36,0.72,-1.22,-0.52,-1.53,0.39,0.76,-1.18,-0.48,1.92,2.29,0.35,1.05,0.37,-1.58,-0.87,-1.94,-1.24,0.71,0.557462082,2.03E-10,0.192666793,4.88E-05,2.89E-09,0.05724089,1.35E-07,0.02881055,2.97E-05,2.10E-06,0.917832081,4.32E-10,7.55E-12,0.780262822,1.11E-06,0.073321314,3.86E-09,0.002389808,4.50E-11,2.90E-06,2.11E-05,0.899372159,1.33E-09,0.38693248,0.000177535,5.00E-09,0.149754544,6.82E-07,0.06170047,8.88E-05,3.80E-06,1,3.22E-09,7.31E-11,0.925640695,4.56E-06,0.190793096,7.52E-09,0.008696744,9.81E-11,1.34E-05,3.33E-05
FALSE,4-(beta-D-Glucosyloxy)benzoate,C13 H16 O8,Full match,Invalid mass,Not the top hit,Full match,300.08472,2.178,96610.04312,6,41,,Multiple matches found,No matches found,91.3,10268.82365,5075.833269,96610.04312,39463.48526,4708.834024,9508.932762,34264.73524,13.70153141,8.228984697,12.59343896,17.78698894,20.7555411,13.380323,10.95402638,0.3,0.148,2.82,1.152,0.137,0.278,0.494,9.408,3.843,0.459,0.926,19.033,7.775,0.928,1.873,0.408,0.049,0.098,0.119,0.241,2.019,-1.74,-2.76,1.5,0.2,-2.86,-1.85,-1.02,3.23,1.94,-1.12,-0.11,4.25,2.96,-0.11,0.91,-1.29,-4.36,-3.34,-3.07,-2.05,1.01,3.10E-10,8.76E-14,1.13E-08,0.938600156,5.32E-14,1.68E-10,0.000128385,2.05E-13,4.02E-09,6.64E-06,0.999820153,4.47E-14,1.48E-12,0.809837699,0.000280713,2.35E-06,4.39E-14,1.54E-13,3.31E-13,2.32E-09,1.38E-05,2.46E-09,8.17E-13,8.27E-08,1,1.40E-13,1.85E-09,0.000408806,2.37E-12,1.95E-08,1.18E-05,1,9.07E-13,1.66E-11,0.948256148,0.000799205,1.28E-05,1.43E-13,3.54E-12,8.76E-13,1.67E-08,2.20E-05
TRUE,"4,5-Dihydroxy-1,3-bis(1-hydroxy-2,2-dimethoxyethyl)-2-imidazolidinone",C11 H22 N2 O9,Full match,Invalid mass,Full match,No results,326.13269,0.542,561914.3652,1,2,,No matches found,No matches found,67.4,336770.0792,134051.6608,254756.031,114960.3871,16724.55849,618414.9937,284303.2301,6.852992694,4.005623587,3.916744583,4.673955857,11.92475661,1.849599034,4.511384635,1.185,0.472,0.896,0.404,0.059,2.175,0.398,0.756,0.341,0.05,1.836,1.9,0.858,0.125,4.613,0.451,0.066,2.427,0.145,5.379,36.976,0.24,-1.08,-0.16,-1.31,-4.09,1.12,-1.33,-0.4,-1.55,-4.33,0.88,0.93,-0.22,-3,2.21,-1.15,-3.93,1.28,-2.78,2.43,5.21,0.008763555,9.80E-14,0.235570538,4.56E-14,4.36E-14,6.56E-14,1.50E-13,0.000603364,4.94E-14,4.36E-14,1.14E-10,5.46E-11,0.052228157,4.36E-14,4.36E-14,1.09E-12,4.36E-14,2.39E-13,4.36E-14,4.36E-14,4.36E-14,0.022561492,8.95E-13,0.448882443,2.86E-12,1.26E-13,2.65E-12,2.69E-12,0.001668733,7.96E-13,1.77E-13,6.40E-10,4.72E-10,0.111358713,1.83E-13,4.88E-13,1.43E-11,1.43E-13,5.03E-12,1.51E-13,9.51E-13,1.45E-13
TRUE,"4-[(E)-(2,5-Dichlorophenyl)diazenyl]-3-hydroxy-N-(2-methylphenyl)-2-naphthamide",C24 H17 Cl2 N3 O2,No results,No results,Full match,No results,449.07188,0.522,51718.89423,7,0,,No matches found,No matches found,,39625.99291,51056.34139,36791.14939,67828.40385,277.8637019,13682.45264,50257.52724,7.676621822,2.671517901,10.66702786,1.225969545,9.043764408,15.98845494,11.26733809,0.788,1.016,0.732,1.35,0.006,0.272,1.288,0.928,1.712,0.007,0.345,0.721,1.329,0.005,0.268,1.844,0.008,0.372,0.004,0.202,49.242,-0.34,0.02,-0.45,0.43,-7.5,-1.88,0.37,-0.11,0.78,-7.16,-1.53,-0.47,0.41,-7.52,-1.9,0.88,-7.05,-1.43,-7.93,-2.31,5.62,0.003902695,0.999763338,0.002553397,0.004707268,4.36E-14,1.08E-13,0.049156847,0.999998771,1.10E-05,4.36E-14,6.17E-10,0.035894711,0.015982004,4.36E-14,7.98E-12,8.03E-06,4.36E-14,7.71E-10,4.36E-14,1.40E-13,4.36E-14,0.010493913,1,0.007973187,0.012118711,1.26E-13,3.27E-12,0.103443103,1,3.43E-05,1.77E-13,3.05E-09,0.074883794,0.037010957,1.83E-13,5.94E-11,4.01E-05,1.43E-13,7.94E-09,1.51E-13,2.06E-12,1.45E-13
TRUE,4355833,C17 H17 N O4,Full match,Invalid mass,Full match,No results,299.11588,3.169,98166.73912,11,29,,No matches found,No matches found,74.4,7974.958063,9598.346882,19905.09359,20163.76106,5667.765719,109018.4528,35338.16061,10.72040304,26.6969412,12.26657715,9.218043596,18.40401203,10.27345547,7.437061818,0.226,0.272,0.563,0.571,0.16,3.085,1.204,2.496,2.528,0.711,13.67,2.074,2.101,0.59,11.358,1.013,0.285,5.477,0.281,5.407,19.235,-2.15,-1.88,-0.83,-0.81,-2.64,1.63,0.27,1.32,1.34,-0.49,3.77,1.05,1.07,-0.76,3.51,0.02,-1.81,2.45,-1.83,2.43,4.27,1.40E-12,3.22E-12,2.45E-05,1.36E-05,6.25E-14,1.27E-09,0.996907223,5.15E-07,7.93E-07,0.056590223,4.65E-14,1.58E-06,2.48E-06,0.016532763,4.81E-14,0.999986584,2.07E-09,1.89E-11,2.93E-09,1.43E-11,4.39E-14,1.55E-11,2.39E-11,0.000105059,5.66E-05,1.61E-13,1.20E-08,1,2.20E-06,2.80E-06,0.076507453,5.57E-13,5.93E-06,9.38E-06,0.024927904,4.88E-13,1,4.08E-09,2.47E-10,5.51E-09,1.19E-10,1.45E-13
FALSE,4-Oxoproline,C5 H7 N O3,Full match,Full match,Not the top hit,Full match,129.04277,0.942,769704.1056,19,1,95.2,Multiple matches found,No matches found,,669397.5023,533455.5264,495222.3176,361086.7015,72713.05699,747691.8431,500884.0708,9.038282977,15.22856254,6.675591058,8.905912712,12.39672397,8.733942644,5.678149688,1.336,1.065,0.989,0.721,0.145,1.493,0.797,0.74,0.539,0.109,1.117,0.928,0.677,0.136,1.402,0.729,0.147,1.51,0.201,2.071,10.283,0.42,0.09,-0.02,-0.47,-2.78,0.58,-0.33,-0.43,-0.89,-3.2,0.16,-0.11,-0.56,-2.88,0.49,-0.46,-2.77,0.59,-2.31,1.05,3.36,0.001510761,0.64193833,0.999989675,0.000631749,4.36E-14,7.38E-06,0.194634699,0.008572039,1.31E-06,4.36E-14,0.477190892,0.731249825,0.000293405,4.36E-14,0.003282118,0.009333235,4.39E-14,0.000104428,4.96E-14,3.55E-08,4.36E-14,0.004458587,1,1,0.001947558,1.26E-13,3.40E-05,0.363520731,0.020337583,4.45E-06,1.77E-13,0.833792028,0.983124765,0.000860656,1.83E-13,0.007942725,0.031370041,1.43E-13,0.000451956,1.58E-13,2.05E-07,1.45E-13
FALSE,4-trifluoromethylmandelic acid,C9 H7 F3 O3,No results,No results,Full match,No results,220.03521,0.598,143750.3237,3,0,,No matches found,No matches found,,2413.108173,204.3543427,182.3378786,223.6278682,176032.264,270.6731855,227.6539809,22.37043338,2.506095729,17.57180806,2.682168422,6.358470075,4.131742675,12.16871733,10.6,0.898,0.801,0.982,773.245,1.189,0.085,0.076,0.093,72.948,0.112,0.892,1.094,861.407,1.325,1.226,965.418,1.484,787.166,1.21,0.002,3.41,-0.16,-0.32,-0.03,9.59,0.25,-3.56,-3.73,-3.43,6.19,-3.16,-0.16,0.13,9.75,0.41,0.29,9.92,0.57,9.62,0.28,-9.35,4.36E-14,0.98421119,0.915840712,0.999999605,4.36E-14,0.118742071,4.56E-14,4.52E-14,4.70E-14,4.36E-14,6.18E-14,0.999960111,0.988897249,4.36E-14,0.100842315,0.948354794,4.36E-14,0.059034083,4.36E-14,0.351478358,4.36E-14,9.01E-13,1,1,1,1.26E-13,0.283109174,1.12E-12,7.85E-13,7.96E-13,1.77E-13,6.24E-13,1,1,1.83E-13,0.200031477,1,1.43E-13,0.167090622,1.51E-13,0.644376991,1.45E-13
TRUE,4-Vinylphenyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside,C19 H26 O10,Full match,Invalid mass,Full match,No results,414.15292,3.114,182137.7229,2,30,,No matches found,No matches found,81.5,150552.6332,5115.288208,3897.836981,243911.2168,4955.284315,1943.489876,68545.44988,19.46608007,10.88944037,8.483787905,8.204431809,14.07139027,70.59146945,7.582080603,2.196,0.075,0.057,3.558,0.072,0.028,0.034,0.026,1.62,0.033,0.013,0.762,47.683,0.969,0.38,62.576,1.271,0.499,0.02,0.008,0.392,1.14,-3.74,-4.14,1.83,-3.79,-5.14,-4.88,-5.27,0.7,-4.93,-6.28,-0.39,5.58,-0.05,-1.4,5.97,0.35,-1,-5.62,-6.97,-1.35,0.019220501,7.92E-10,1.39E-10,0.000108047,5.45E-10,3.43E-13,3.35E-10,8.61E-11,0.534558554,2.50E-10,6.58E-13,0.95511681,2.74E-11,0.999992502,0.001008784,8.25E-12,0.985749602,0.00920969,2.12E-11,1.20E-13,0.001605032,0.04674735,4.79E-09,1.50E-09,0.000370884,9.76E-10,7.90E-12,2.50E-09,6.51E-10,0.895246852,5.88E-10,5.31E-12,1,2.36E-10,1,0.002697521,9.74E-11,1,0.0295198,4.75E-11,1.82E-12,0.002325854
