Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: ChemSpider Search,Annotation Source: MassList Match,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: Extractables and Leachables HRAM Compound Database,mzCloud Best Sim. Match,Group Area: 2,Group Area: 3,Group Area: 4,Group Area: 5,Group Area: 6,Group Area: 1,Group Area: Pool,Group CV [%]: 2,Group CV [%]: 3,Group CV [%]: 4,Group CV [%]: 5,Group CV [%]: 6,Group CV [%]: 1,Group CV [%]: Pool,Ratio: (1) / (Pool),Ratio: (2) / (Pool),Ratio: (3) / (Pool),Ratio: (4) / (Pool),Ratio: (5) / (Pool),Ratio: (6) / (Pool),Ratio: (3) / (2),Ratio: (4) / (2),Ratio: (5) / (2),Ratio: (6) / (2),Ratio: (1) / (2),Ratio: (4) / (3),Ratio: (5) / (3),Ratio: (6) / (3),Ratio: (1) / (3),Ratio: (5) / (4),Ratio: (6) / (4),Ratio: (1) / (4),Ratio: (6) / (5),Ratio: (1) / (5),Ratio: (1) / (6),Log2 Fold Change: (1) / (Pool),Log2 Fold Change: (2) / (Pool),Log2 Fold Change: (3) / (Pool),Log2 Fold Change: (4) / (Pool),Log2 Fold Change: (5) / (Pool),Log2 Fold Change: (6) / (Pool),Log2 Fold Change: (3) / (2),Log2 Fold Change: (4) / (2),Log2 Fold Change: (5) / (2),Log2 Fold Change: (6) / (2),Log2 Fold Change: (1) / (2),Log2 Fold Change: (4) / (3),Log2 Fold Change: (5) / (3),Log2 Fold Change: (6) / (3),Log2 Fold Change: (1) / (3),Log2 Fold Change: (5) / (4),Log2 Fold Change: (6) / (4),Log2 Fold Change: (1) / (4),Log2 Fold Change: (6) / (5),Log2 Fold Change: (1) / (5),Log2 Fold Change: (1) / (6),P-value: (1) / (Pool),P-value: (2) / (Pool),P-value: (3) / (Pool),P-value: (4) / (Pool),P-value: (5) / (Pool),P-value: (6) / (Pool),P-value: (3) / (2),P-value: (4) / (2),P-value: (5) / (2),P-value: (6) / (2),P-value: (1) / (2),P-value: (4) / (3),P-value: (5) / (3),P-value: (6) / (3),P-value: (1) / (3),P-value: (5) / (4),P-value: (6) / (4),P-value: (1) / (4),P-value: (6) / (5),P-value: (1) / (5),P-value: (1) / (6),Adj. P-value: (1) / (Pool),Adj. P-value: (2) / (Pool),Adj. P-value: (3) / (Pool),Adj. P-value: (4) / (Pool),Adj. P-value: (5) / (Pool),Adj. P-value: (6) / (Pool),Adj. P-value: (3) / (2),Adj. P-value: (4) / (2),Adj. P-value: (5) / (2),Adj. P-value: (6) / (2),Adj. P-value: (1) / (2),Adj. P-value: (4) / (3),Adj. P-value: (5) / (3),Adj. P-value: (6) / (3),Adj. P-value: (1) / (3),Adj. P-value: (5) / (4),Adj. P-value: (6) / (4),Adj. P-value: (1) / (4),Adj. P-value: (6) / (5),Adj. P-value: (1) / (5),Adj. P-value: (1) / (6)
FALSE,Symmetricdimethylarginine,C8 H18 N4 O2,Full match,No results,Partial match,Full match,,202.14303,0.516,123307.8417,10,0,,Single match found,No matches found,,41909.00934,123161.2384,135923.6753,16779.47185,79545.19294,118306.3702,102613.6426,3.974432733,4.338850951,1.276634514,3.477923595,1.281823,7.947641125,3.651794105,1.153,0.408,1.2,1.325,0.164,0.775,2.939,3.243,0.4,1.898,2.823,1.104,0.136,0.646,0.961,0.123,0.585,0.87,4.741,7.051,1.487,0.21,-1.29,0.26,0.41,-2.61,-0.37,1.56,1.7,-1.32,0.92,1.5,0.14,-2.88,-0.63,-0.06,-3.02,-0.77,-0.2,2.25,2.82,0.57,0.016625722,3.61E-14,0.000154334,2.88E-06,2.26E-14,6.35E-06,2.50E-14,2.35E-14,3.92E-13,2.58E-11,3.31E-14,0.37195046,2.26E-14,1.06E-08,0.354110488,2.26E-14,1.10E-09,0.00739938,2.28E-14,2.26E-14,1.46E-07,0.050616574,5.94E-13,0.000569439,1.55E-05,7.98E-14,4.25E-05,5.35E-13,5.23E-13,1.43E-12,1.97E-10,1.48E-12,0.724930769,8.76E-14,1.07E-07,0.569771763,8.69E-14,9.94E-09,0.021112897,8.46E-14,1.15E-13,8.04E-07
FALSE,Meprednisone,C22 H28 O5,Full match,Full match,Full match,No results,,372.19346,7.143,251291.3252,15,1,56.1,No matches found,No matches found,,50629.11985,79936.70376,177376.3441,22463.91105,238134.4623,118305.5541,124295.3294,18.69614935,7.903396127,7.668250334,5.97826991,34.19455851,9.708484141,8.225971042,0.952,0.407,0.643,1.427,0.181,1.916,1.579,3.503,0.444,4.704,2.337,2.219,0.281,2.979,1.48,0.127,1.343,0.667,10.601,5.266,0.497,-0.07,-1.3,-0.64,0.51,-2.47,0.94,0.66,1.81,-1.17,2.23,1.22,1.15,-1.83,1.57,0.57,-2.98,0.42,-0.58,3.41,2.4,-1.01,0.998708198,4.53E-06,0.013475799,0.069615441,9.53E-10,0.000117051,0.015039228,2.74E-07,0.000222279,7.36E-09,3.94E-05,0.000134361,4.00E-07,1.07E-06,0.070140032,2.88E-10,0.096654696,0.057860879,2.46E-11,8.23E-09,0.000184796,1,1.71E-05,0.032113819,0.182123524,2.00E-09,0.000579834,0.030248071,1.33E-06,0.000403116,4.06E-08,0.000118373,0.000627801,8.08E-07,6.84E-06,0.131435787,6.29E-10,0.25095795,0.141349637,5.88E-11,1.88E-08,0.000606538
FALSE,Linetastine,C35 H40 N2 O6,No results,No results,Full match,No results,,584.28717,9.907,197623.4412,1,0,,No matches found,No matches found,,123583.8272,39500.22788,72946.24175,21423.89689,31580.44533,116725.1185,64753.07832,70.54081419,16.12593244,90.27811437,108.3731534,66.91580419,80.81818676,88.56446761,1.803,1.909,0.61,1.127,0.331,0.488,0.32,0.59,0.173,0.256,0.945,1.847,0.542,0.8,2.955,0.294,0.433,1.6,1.474,5.448,3.696,0.85,0.93,-0.71,0.17,-1.6,-1.04,-1.65,-0.76,-2.53,-1.97,-0.08,0.88,-0.88,-0.32,1.56,-1.77,-1.21,0.68,0.56,2.45,1.89,0.999999972,0.999593072,0.939219613,0.993759492,0.737187433,0.654853713,0.996989416,0.999984959,0.948319676,0.91224903,0.999397682,0.999829218,0.999381104,0.99731075,0.948796297,0.985003835,0.967972138,0.993678113,0.999999476,0.785007582,0.715241876,1,1,1,1,0.989699565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FALSE,Eucalyptol,C10 H18 O,No match,Invalid mass,No match,No match,,136.12539,4.553,153262.9493,97,1,88.2,Multiple matches found,Multiple matches found,,12810.54977,154851.4464,42756.56954,11097.51212,17721.63432,115046.9883,55956.78383,2.303815323,14.04375254,11.18282392,16.91596412,29.06954395,5.995851014,21.18453329,2.056,0.229,2.767,0.764,0.198,0.317,12.088,3.338,0.866,1.383,8.981,0.276,0.072,0.114,0.743,0.26,0.414,2.691,1.597,10.367,6.492,1.04,-2.13,1.47,-0.39,-2.33,-1.66,3.6,1.74,-0.21,0.47,3.17,-1.86,-3.8,-3.13,-0.43,-1.95,-1.27,1.43,0.68,3.37,2.7,0.00225702,1.77E-08,5.37E-05,0.081013756,5.46E-09,2.64E-06,1.22E-10,4.15E-06,0.958329698,0.045617623,6.73E-10,2.06E-06,5.57E-11,3.43E-09,0.56038295,1.01E-06,0.001564046,3.68E-05,0.007217203,2.68E-10,2.54E-08,0.007944115,9.31E-08,0.000218596,0.204928414,1.11E-08,1.96E-05,9.14E-10,1.70E-05,1,0.094411716,4.93E-09,1.35E-05,1.28E-10,4.22E-08,0.848104323,1.96E-06,0.005133526,0.00013394,0.013111048,6.62E-10,1.65E-07
FALSE,Diethyl Terephthalate,C12 H14 O4,Full match,Not the top hit,Partial match,Full match,,222.08946,2.266,283693.7979,63,8,,No matches found,Multiple matches found,65.4,49817.70608,259435.4309,111201.9722,63436.32022,400770.7796,112878.8304,187177.6938,4.304864895,4.688236894,7.923370129,8.480579913,3.362449789,4.947784506,4.644092634,0.603,0.266,1.386,0.594,0.339,2.141,5.208,2.232,1.273,8.045,2.266,0.429,0.245,1.545,0.435,0.57,3.604,1.015,6.318,1.779,0.282,-0.73,-1.91,0.47,-0.75,-1.56,1.1,2.38,1.16,0.35,3.01,1.18,-1.22,-2.03,0.63,-1.2,-0.81,1.85,0.02,2.66,0.83,-1.83,1.58E-08,2.52E-14,2.30E-05,3.21E-08,3.68E-13,3.53E-11,2.33E-14,7.01E-11,0.000384682,2.28E-14,1.11E-10,1.23E-10,3.90E-14,2.87E-07,7.76E-11,2.54E-08,9.73E-14,0.997569235,2.29E-14,4.87E-08,7.13E-14,1.36E-07,5.01E-13,0.00010216,2.69E-07,9.74E-13,1.01E-09,5.35E-13,6.25E-10,0.000684875,3.88E-13,1.07E-09,1.74E-09,1.23E-13,2.06E-06,7.42E-10,5.16E-08,2.67E-12,1,8.46E-14,1.06E-07,1.52E-12
FALSE,"2-(Cyclohexylmethylidene)-1,2,3,4-tetrahydronaphthalen-1-one",C17 H20 O,No match,Invalid mass,No match,No results,,240.14725,1.017,183319.0071,15,1,72.1,No matches found,No matches found,,29963.33137,178916.5731,138918.0705,15186.03789,167492.5337,101923.775,113358.201,17.16227893,25.55402959,27.57067705,25.41783172,1.201447126,30.67783387,27.07372013,0.899,0.264,1.578,1.225,0.134,1.478,5.971,4.636,0.507,5.59,3.402,0.776,0.085,0.936,0.57,0.109,1.206,0.734,11.029,6.712,0.609,-0.15,-1.92,0.66,0.29,-2.9,0.56,2.58,2.21,-0.98,2.48,1.77,-0.37,-3.56,-0.1,-0.81,-3.19,0.27,-0.45,3.46,2.75,-0.72,0.998952429,9.72E-05,0.34594476,0.968748717,2.75E-07,0.184880849,1.13E-05,8.18E-05,0.046335815,6.27E-06,0.000759298,0.894374908,8.85E-08,0.999728699,0.264159156,4.14E-07,0.717322328,0.877878618,5.59E-08,2.37E-06,0.145709458,1,0.000298028,0.648267764,1,5.41E-07,0.457565109,3.56E-05,0.000275184,0.06905198,2.21E-05,0.001929807,1,1.80E-07,1,0.442332233,8.07E-07,1,1,1.13E-07,4.83E-06,0.315605506
FALSE,3-Dehydrocarnitine,C7 H13 N O3,Full match,Invalid mass,Partial match,Full match,,159.08962,0.579,160597.2033,26,4,,Multiple matches found,No matches found,89.6,41171.55001,115528.7857,108936.895,15138.97267,166109.5755,100968.9531,101970.2457,6.71430291,20.89456408,14.4636778,18.9942967,5.643382035,14.80483062,9.45613175,0.99,0.404,1.133,1.068,0.148,1.629,2.806,2.646,0.368,4.035,2.452,0.943,0.131,1.438,0.874,0.139,1.525,0.927,10.972,6.669,0.608,-0.01,-1.31,0.18,0.1,-2.75,0.7,1.49,1.4,-1.44,2.01,1.29,-0.08,-2.93,0.52,-0.19,-2.85,0.61,-0.11,3.46,2.74,-0.72,0.999885299,1.17E-06,0.277058857,1,2.69E-11,0.001687141,2.48E-07,4.95E-06,2.00E-06,1.24E-08,3.34E-06,0.408619897,2.59E-11,0.242516135,0.552098316,1.33E-10,0.005112306,0.999969058,5.19E-12,1.06E-10,0.008438144,1,4.68E-06,0.525625847,1,6.17E-11,0.006378943,9.93E-07,2.02E-05,4.09E-06,6.71E-08,1.21E-05,0.786372823,6.14E-11,0.48503227,0.84136756,2.96E-10,0.015540248,1,1.32E-11,2.73E-10,0.022293369
FALSE,Guanine,C5 H5 N5 O,Full match,Full match,Partial match,Full match,,151.04963,0.973,177589.7071,11,155,75.3,Single match found,No matches found,83.8,110286.9216,177262.528,167397.152,14278.00116,160964.1197,98531.41523,146899.6282,10.25141202,5.947396819,3.706357447,2.170128931,7.012425331,14.768996,8.901810818,0.671,0.751,1.207,1.14,0.097,1.096,1.607,1.518,0.129,1.46,0.893,0.944,0.081,0.908,0.556,0.085,0.962,0.589,11.274,6.901,0.612,-0.58,-0.41,0.27,0.19,-3.36,0.13,0.68,0.6,-2.95,0.55,-0.16,-0.08,-3.63,-0.14,-0.85,-3.55,-0.06,-0.76,3.49,2.79,-0.71,0.001272046,0.030906426,0.025029165,0.094374318,2.32E-14,0.691088115,0.00011217,0.000354223,4.07E-14,0.004031174,0.762462798,0.994565715,2.32E-14,0.506939186,9.47E-06,2.33E-14,0.856039849,2.67E-05,2.36E-14,7.98E-14,0.000248646,0.004582793,0.066272297,0.057347337,0.237601225,7.98E-14,1,0.000303085,0.001038408,1.84E-13,0.009699837,1,1,8.76E-14,0.889221195,3.31E-05,8.69E-14,1,9.86E-05,8.46E-14,3.00E-13,0.000798952
FALSE,Maleimide,C4 H3 N O2,Full match,No results,Full match,Full match,,97.01639,0.525,140262.9651,2,0,,Single match found,No matches found,,51993.6437,136635.4434,114234.8544,17235.33097,59769.6168,97969.48374,97952.12807,5.653693097,2.797720128,7.276287622,12.91829701,3.318583047,12.97746408,3.265701743,1,0.531,1.395,1.166,0.176,0.61,2.628,2.197,0.331,1.15,1.884,0.836,0.126,0.437,0.717,0.151,0.523,0.858,3.468,5.684,1.639,0,-0.91,0.48,0.22,-2.51,-0.71,1.39,1.14,-1.59,0.2,0.91,-0.26,-2.99,-1.19,-0.48,-2.73,-0.93,-0.22,1.79,2.51,0.71,0.999943069,1.85E-07,0.000150002,0.038902974,2.83E-14,5.63E-06,1.03E-09,1.63E-08,6.22E-11,0.381754509,6.09E-07,0.191994667,2.40E-14,9.68E-09,0.000836471,2.92E-14,2.24E-07,0.121594702,1.36E-11,8.30E-14,1.54E-05,1,8.31E-07,0.0005573,0.107561195,8.65E-14,3.83E-05,6.11E-09,9.95E-08,1.70E-10,0.605151592,2.51E-06,0.410048489,8.76E-14,9.86E-08,0.002199076,9.19E-14,1.26E-06,0.27860028,3.33E-11,3.11E-13,5.75E-05
FALSE,"3-Mercaptopropane-1,2-diol",C3 H8 O2 S,Full match,No results,Full match,No results,,108.02462,0.646,94335.43049,3,0,,No matches found,No matches found,,44217.24702,36891.33079,16557.50871,7503.589377,136600.755,94639.81535,60521.42866,3.528609565,7.546013027,6.765817417,3.168964313,1.840704734,6.532228604,4.421665475,1.564,0.731,0.61,0.274,0.124,2.257,0.834,0.374,0.17,3.089,2.14,0.449,0.203,3.703,2.565,0.453,8.25,5.716,18.205,12.613,0.693,0.65,-0.45,-0.71,-1.87,-3.01,1.17,-0.26,-1.42,-2.56,1.63,1.1,-1.16,-2.3,1.89,1.36,-1.14,3.04,2.51,4.19,3.66,-0.53,2.22E-08,5.66E-06,1.27E-08,2.35E-14,2.26E-14,4.93E-12,0.011638251,1.56E-12,2.29E-14,1.55E-13,5.16E-11,2.31E-11,2.31E-14,2.82E-14,3.25E-12,7.36E-11,2.26E-14,2.28E-14,2.26E-14,2.26E-14,3.81E-06,1.88E-07,2.09E-05,1.31E-07,2.28E-12,7.98E-14,2.64E-10,0.024133582,2.17E-11,1.28E-13,1.85E-12,5.69E-10,4.19E-10,8.76E-14,1.26E-12,4.76E-11,1.66E-10,9.65E-13,7.60E-13,8.46E-14,1.15E-13,1.59E-05
FALSE,4-Isobutylbenzoic acid,C11 H14 O2,Full match,Full match,Partial match,Full match,,178.09956,3.443,109895.7885,110,3,84.3,Multiple matches found,Multiple matches found,,73133.24589,109895.7885,129100.8131,10403.89904,109790.9433,93782.32412,86621.78288,2.467933926,4.707299742,11.57238799,19.50100195,6.257125706,6.067581946,7.533530739,1.083,0.844,1.269,1.49,0.12,1.267,1.503,1.765,0.142,1.501,1.282,1.175,0.095,0.999,0.853,0.081,0.85,0.726,10.553,9.014,0.854,0.11,-0.24,0.34,0.58,-3.06,0.34,0.59,0.82,-2.81,0.59,0.36,0.23,-3.4,0,-0.23,-3.63,-0.23,-0.46,3.4,3.17,-0.23,0.996772159,0.171124681,0.090298928,0.002694643,3.03E-14,0.045502918,0.001680003,8.23E-05,5.99E-13,0.000889062,0.115132847,0.668740891,3.42E-14,0.999856132,0.348072161,2.62E-14,0.844360142,0.020150172,3.16E-14,8.76E-14,0.212516156,1,0.311930849,0.18616542,0.009010213,9.16E-14,0.126791985,0.003874144,0.000276088,2.14E-12,0.002420602,0.202618662,1,1.10E-13,1,0.561745419,8.74E-14,1,0.053767293,1.01E-13,3.27E-13,0.439830342
FALSE,(R)(-)-Allantoin,C4 H6 N4 O3,Full match,Invalid mass,Partial match,Full match,,158.04411,0.595,81365.26461,5,2,,Multiple matches found,No matches found,67.4,82102.36181,78815.07551,91802.72027,11307.50279,111766.7431,92858.12919,81535.96624,10.4376775,8.840366816,3.816622952,8.820550351,7.103667896,7.058560743,9.308681244,1.139,1.007,0.967,1.126,0.139,1.371,0.96,1.118,0.138,1.361,1.131,1.165,0.143,1.418,1.178,0.123,1.217,1.011,9.884,8.212,0.831,0.19,0.01,-0.05,0.17,-2.85,0.45,-0.06,0.16,-2.86,0.44,0.18,0.22,-2.8,0.5,0.24,-3.02,0.28,0.02,3.31,3.04,-0.27,0.085386005,0.881752666,0.991941611,0.127996011,2.98E-14,0.000304187,0.632654589,0.764996716,6.13E-14,0.008194232,0.648992044,0.073630443,1.67E-13,0.000318064,0.050364693,3.50E-14,0.129456103,0.999991601,2.44E-14,3.32E-14,0.182634156,0.227837968,1,1,0.302330534,9.04E-14,0.001373332,0.931142242,1,2.60E-13,0.01901915,0.972579113,0.178115051,4.84E-13,0.001228623,0.096750846,1.07E-13,0.327465793,1,8.46E-14,1.42E-13,0.38468218
FALSE,2-Amino-4-methylpyrimidine,C5 H7 N3,Full match,Full match,Not the top hit,No results,,109.06404,0.463,157236.346,11,1,81.5,No matches found,No matches found,,96820.13785,137968.1864,119958.1836,6925.306624,221226.6683,91385.35467,131660.9655,6.8778156,11.41860948,6.41470808,9.942373785,4.423601427,4.476893891,7.70561257,0.694,0.735,1.048,0.911,0.053,1.68,1.425,1.239,0.072,2.285,0.944,0.869,0.05,1.603,0.662,0.058,1.844,0.762,31.945,13.196,0.413,-0.53,-0.44,0.07,-0.13,-4.25,0.75,0.51,0.31,-3.81,1.19,-0.08,-0.2,-4.32,0.68,-0.59,-4.11,0.88,-0.39,5,3.72,-1.28,5.99E-05,0.000631568,0.978170531,0.567995096,2.26E-14,4.76E-06,0.008376079,0.045150137,2.28E-14,1.91E-08,0.898942298,0.972722497,2.26E-14,6.02E-06,0.000875161,2.28E-14,1.61E-06,0.004699981,2.26E-14,2.29E-14,5.26E-09,0.00026257,0.001758262,1,1,7.98E-14,3.29E-05,0.017747335,0.095099697,1.28E-13,1.00E-07,1,1,8.76E-14,3.26E-05,0.002289542,8.69E-14,8.19E-06,0.013778027,8.46E-14,1.15E-13,3.80E-08
FALSE,N-Ribosylnicotinamide,C11 H14 N2 O5,Full match,Invalid mass,Partial match,Full match,,254.09002,0.544,186459.5173,10,2,,Single match found,No matches found,65.9,31688.85622,185812.4389,61794.44816,26549.66673,75187.39864,88038.22161,95074.85867,3.375475438,4.608788778,6.559034886,10.45743178,10.88085309,4.140069732,5.925938832,0.926,0.333,1.954,0.65,0.279,0.791,5.864,1.95,0.838,2.373,2.778,0.333,0.143,0.405,0.474,0.43,1.217,1.425,2.832,3.316,1.171,-0.11,-1.59,0.97,-0.62,-1.84,-0.34,2.55,0.96,-0.26,1.25,1.47,-1.59,-2.81,-1.31,-1.08,-1.22,0.28,0.51,1.5,1.73,0.23,0.298104442,5.15E-12,1.02E-08,1.88E-06,7.94E-13,0.0013285,2.78E-14,6.42E-08,0.21815369,1.41E-09,1.16E-10,2.07E-11,2.39E-14,3.45E-10,4.86E-09,3.68E-09,0.042769568,0.000282915,1.26E-10,1.73E-11,0.18962471,0.690415051,5.72E-11,1.08E-07,1.07E-05,2.05E-12,0.005226085,5.71E-13,3.47E-07,0.299262113,8.40E-09,1.11E-09,3.88E-10,8.76E-14,5.35E-09,2.92E-08,7.72E-09,0.117342147,0.000945997,2.84E-10,4.96E-11,0.398621688
FALSE,"1-[3-(2,3-Dihydroxypropyl)-2,6-dimethoxy-5-nitro-3,4-dihydro-4-pyrimidinyl]acetone",C12 H19 N3 O7,Full match,Invalid mass,Full match,No results,,317.12205,0.469,279203.5953,2,2,,No matches found,No matches found,75,66732.41428,47566.16651,52443.7672,3051.043069,394702.6175,80786.93446,120623.5611,5.98976135,2.746508659,5.861555647,15.55969473,3.637191208,4.689509883,1.789562869,0.67,0.553,0.394,0.435,0.025,3.272,0.713,0.786,0.046,5.915,1.211,1.103,0.064,8.298,1.698,0.058,7.526,1.54,129.366,26.478,0.205,-0.58,-0.85,-1.34,-1.2,-5.31,1.71,-0.49,-0.35,-4.45,2.56,0.28,0.14,-3.96,3.05,0.76,-4.1,2.91,0.62,7.02,4.73,-2.29,1.38E-05,3.00E-08,6.65E-11,2.47E-10,2.26E-14,2.25E-12,0.000877193,0.011951209,2.26E-14,2.68E-14,0.016184673,0.823887902,2.26E-14,2.31E-14,1.19E-06,2.26E-14,2.33E-14,9.13E-06,2.26E-14,2.26E-14,1.07E-13,6.87E-05,1.51E-07,1.29E-09,3.98E-09,7.98E-14,1.41E-10,0.002104475,0.028608038,1.28E-13,3.92E-13,0.033179828,1,8.76E-14,1.19E-12,4.72E-06,8.69E-14,9.65E-13,3.48E-05,8.46E-14,1.15E-13,2.02E-12
FALSE,meprednisone,C22 H28 O5,Full match,Not the top hit,Full match,No results,,372.19353,4.915,978588.4585,15,13,,No matches found,No matches found,84.9,185431.6082,706115.3316,374445.8342,28162.41025,1417027.744,80691.29116,467838.3043,10.67882285,4.851079929,3.071696515,7.240520056,5.829080018,6.641942136,6.825478313,0.172,0.396,1.509,0.8,0.06,3.029,3.808,2.019,0.152,7.642,0.435,0.53,0.04,2.007,0.114,0.075,3.784,0.215,50.316,2.865,0.057,-2.54,-1.34,0.59,-0.32,-4.05,1.6,1.93,1.01,-2.72,2.93,-1.2,-0.92,-4.65,1,-3.13,-3.73,1.92,-2.21,5.65,1.52,-4.13,2.34E-14,3.83E-11,1.96E-06,0.019671672,2.26E-14,5.60E-12,6.63E-13,6.49E-09,2.61E-14,2.32E-14,2.66E-09,6.74E-08,2.26E-14,7.19E-08,2.30E-14,2.28E-14,2.69E-12,9.74E-14,2.26E-14,1.14E-10,2.26E-14,8.70E-13,3.42E-10,1.17E-05,0.056582498,7.98E-14,2.72E-10,8.15E-12,4.13E-08,1.31E-13,3.88E-13,1.69E-08,5.46E-07,8.76E-14,5.92E-07,9.63E-13,8.69E-14,5.24E-11,1.74E-12,8.46E-14,2.91E-10,6.52E-13
FALSE,Epicatechin,C15 H14 O6,Full match,Full match,Full match,Full match,,290.07889,2.642,105385.2181,22,3,95.4,Multiple matches found,No matches found,,33770.02147,105385.2181,45608.78961,72542.45803,22191.10696,79928.178,60991.41835,12.20762746,4.031461787,6.050202968,4.654374106,27.64111323,2.641934347,5.282197742,1.31,0.554,1.728,0.748,1.189,0.364,3.121,1.351,2.148,0.657,2.367,0.433,0.688,0.211,0.758,1.591,0.487,1.752,0.306,1.102,3.602,0.39,-0.85,0.79,-0.42,0.25,-1.46,1.64,0.43,1.1,-0.61,1.24,-1.21,-0.54,-2.25,-0.4,0.67,-1.04,0.81,-1.71,0.14,1.85,0.137750161,8.15E-05,0.000286157,0.025549874,0.475892236,1.92E-08,7.62E-08,0.159845828,1.40E-05,0.001329938,4.27E-06,3.18E-06,0.028659188,2.79E-10,0.115046313,0.00178948,1.09E-05,0.000430371,1.19E-08,0.986865493,5.24E-09,0.348446033,0.000252661,0.000965894,0.072132891,0.700362846,2.21E-07,3.35E-07,0.294380441,2.73E-05,0.003513664,1.51E-05,2.04E-05,0.048140237,4.52E-09,0.206196909,0.003256367,4.92E-05,0.001416915,2.48E-08,1,3.80E-08
FALSE,3H-Cyclopropa[c]quinoline,C10 H7 N,Full match,Invalid mass,Full match,No results,,141.05801,2.004,88696.31629,1,81,,No matches found,No matches found,96.6,46187.09125,89615.61114,81241.67546,7405.47564,64663.76715,79484.07324,63246.26293,2.30693245,5.567749244,2.396113045,1.766329712,0.457153161,3.840465538,4.694518081,1.257,0.73,1.417,1.285,0.117,1.022,1.94,1.759,0.16,1.4,1.721,0.907,0.083,0.722,0.887,0.091,0.796,0.978,8.732,10.733,1.229,0.33,-0.45,0.5,0.36,-3.09,0.03,0.96,0.81,-2.64,0.49,0.78,-0.14,-3.6,-0.47,-0.17,-3.46,-0.33,-0.03,3.13,3.42,0.3,1.98E-05,1.41E-08,1.82E-08,2.03E-06,2.26E-14,0.999969321,3.10E-12,2.56E-11,2.26E-14,5.29E-08,6.75E-11,0.063804869,2.26E-14,1.21E-07,0.00516534,2.26E-14,1.27E-05,0.843825209,2.26E-14,2.26E-14,0.000115791,9.78E-05,7.60E-08,1.82E-07,1.15E-05,7.98E-14,1,3.10E-11,2.49E-10,1.28E-13,2.53E-07,6.88E-10,0.157670231,8.76E-14,9.42E-07,0.01186033,8.69E-14,5.64E-05,1,8.46E-14,1.15E-13,0.00039084
FALSE,Neldazosin,C18 H25 N5 O4,Full match,Invalid mass,Full match,No results,,375.189,2.723,127803.0327,1,2,,No matches found,No matches found,65.3,35280.89833,120538.6803,195156.0282,35666.46153,102848.1003,79125.88477,100062.3652,2.88685568,2.061892154,6.215719012,1.502988127,3.833140095,5.905186136,2.469178347,0.791,0.353,1.205,1.95,0.356,1.028,3.417,5.531,1.011,2.915,2.243,1.619,0.296,0.853,0.656,0.183,0.527,0.405,2.884,2.218,0.769,-0.34,-1.5,0.27,0.96,-1.49,0.04,1.77,2.47,0.02,1.54,1.17,0.7,-1.76,-0.23,-0.61,-2.45,-0.92,-1.3,1.53,1.15,-0.38,2.29E-06,2.31E-14,9.76E-05,1.84E-12,2.32E-14,0.994995888,2.30E-14,2.26E-14,0.999211776,2.40E-14,5.76E-13,1.22E-09,2.30E-14,0.000991184,4.34E-09,2.26E-14,1.33E-11,5.33E-14,2.42E-14,7.84E-13,4.12E-06,1.30E-05,5.01E-13,0.000379899,8.52E-11,7.98E-14,1,5.35E-13,5.23E-13,1,3.88E-13,1.43E-11,1.40E-08,8.76E-14,0.003399253,2.64E-08,8.69E-14,2.12E-10,1.16E-12,8.46E-14,2.60E-12,1.71E-05
FALSE,"1,3-Dinitroimidazolidine",C3 H6 N4 O4,Full match,No results,Full match,No results,,162.03863,0.426,1345868.103,1,0,,No matches found,No matches found,,23060.92629,19276.18949,14429.29968,1671280.062,32913.15929,75596.65334,45447.06384,11.94671178,12.92854166,11.30491959,5.925718391,7.256164769,3.810955682,4.457686675,1.663,0.507,0.424,0.317,36.774,0.724,0.836,0.626,72.472,1.427,3.278,0.749,86.702,1.707,3.922,115.825,2.281,5.239,0.02,0.045,2.297,0.73,-0.98,-1.24,-1.66,5.2,-0.47,-0.26,-0.68,6.18,0.51,1.71,-0.42,6.44,0.77,1.97,6.86,1.19,2.39,-5.67,-4.47,1.2,1.29E-05,1.41E-07,4.20E-09,4.24E-11,2.26E-14,0.005715028,0.163057074,4.49E-05,2.26E-14,0.000457083,2.45E-10,0.006824615,2.26E-14,4.57E-06,2.69E-11,2.26E-14,1.38E-08,1.51E-12,2.26E-14,2.28E-14,1.31E-07,6.47E-05,6.52E-07,4.93E-08,9.25E-10,7.98E-14,0.019599615,0.273037667,0.000159056,1.28E-13,0.00129386,2.10E-09,0.021928942,8.76E-14,2.53E-05,3.10E-10,8.69E-14,9.67E-08,1.93E-11,8.46E-14,1.15E-13,7.24E-07
