Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: ChemSpider Search,Annotation Source: MassList Match,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: Extractables and Leachables HRAM Compound Database,mzCloud Best Sim. Match,Group Area: 2,Group Area: 3,Group Area: 4,Group Area: 5,Group Area: 6,Group Area: 1,Group Area: Pool,Group CV [%]: 2,Group CV [%]: 3,Group CV [%]: 4,Group CV [%]: 5,Group CV [%]: 6,Group CV [%]: 1,Group CV [%]: Pool,Ratio: (1) / (Pool),Ratio: (2) / (Pool),Ratio: (3) / (Pool),Ratio: (4) / (Pool),Ratio: (5) / (Pool),Ratio: (6) / (Pool),Ratio: (3) / (2),Ratio: (4) / (2),Ratio: (5) / (2),Ratio: (6) / (2),Ratio: (1) / (2),Ratio: (4) / (3),Ratio: (5) / (3),Ratio: (6) / (3),Ratio: (1) / (3),Ratio: (5) / (4),Ratio: (6) / (4),Ratio: (1) / (4),Ratio: (6) / (5),Ratio: (1) / (5),Ratio: (1) / (6),Log2 Fold Change: (1) / (Pool),Log2 Fold Change: (2) / (Pool),Log2 Fold Change: (3) / (Pool),Log2 Fold Change: (4) / (Pool),Log2 Fold Change: (5) / (Pool),Log2 Fold Change: (6) / (Pool),Log2 Fold Change: (3) / (2),Log2 Fold Change: (4) / (2),Log2 Fold Change: (5) / (2),Log2 Fold Change: (6) / (2),Log2 Fold Change: (1) / (2),Log2 Fold Change: (4) / (3),Log2 Fold Change: (5) / (3),Log2 Fold Change: (6) / (3),Log2 Fold Change: (1) / (3),Log2 Fold Change: (5) / (4),Log2 Fold Change: (6) / (4),Log2 Fold Change: (1) / (4),Log2 Fold Change: (6) / (5),Log2 Fold Change: (1) / (5),Log2 Fold Change: (1) / (6),P-value: (1) / (Pool),P-value: (2) / (Pool),P-value: (3) / (Pool),P-value: (4) / (Pool),P-value: (5) / (Pool),P-value: (6) / (Pool),P-value: (3) / (2),P-value: (4) / (2),P-value: (5) / (2),P-value: (6) / (2),P-value: (1) / (2),P-value: (4) / (3),P-value: (5) / (3),P-value: (6) / (3),P-value: (1) / (3),P-value: (5) / (4),P-value: (6) / (4),P-value: (1) / (4),P-value: (6) / (5),P-value: (1) / (5),P-value: (1) / (6),Adj. P-value: (1) / (Pool),Adj. P-value: (2) / (Pool),Adj. P-value: (3) / (Pool),Adj. P-value: (4) / (Pool),Adj. P-value: (5) / (Pool),Adj. P-value: (6) / (Pool),Adj. P-value: (3) / (2),Adj. P-value: (4) / (2),Adj. P-value: (5) / (2),Adj. P-value: (6) / (2),Adj. P-value: (1) / (2),Adj. P-value: (4) / (3),Adj. P-value: (5) / (3),Adj. P-value: (6) / (3),Adj. P-value: (1) / (3),Adj. P-value: (5) / (4),Adj. P-value: (6) / (4),Adj. P-value: (1) / (4),Adj. P-value: (6) / (5),Adj. P-value: (1) / (5),Adj. P-value: (1) / (6)
FALSE,(3S)-3-{[(2E)-3-Carboxy-2-propenoyl]oxy}-4-(trimethylammonio)butanoate,C11 H17 N O6,Full match,Invalid mass,Not the top hit,No results,,259.10544,0.6,61178.24107,2,1,,No matches found,No matches found,64.8,22859.43142,61178.24107,18487.85058,3202.861871,69850.55208,75096.84503,48468.54354,21.31016982,12.17089642,6.195733371,41.71865678,1.669144837,13.55712299,13.67716771,1.549,0.472,1.262,0.381,0.066,1.441,2.676,0.809,0.14,3.056,3.285,0.302,0.052,1.142,1.228,0.173,3.778,4.062,21.809,23.447,1.075,0.63,-1.08,0.34,-1.39,-3.92,0.53,1.42,-0.31,-2.84,1.61,1.72,-1.73,-4.26,0.19,0.3,-2.53,1.92,2.02,4.45,4.55,0.1,0.108706244,0.005054621,0.849561548,0.000123917,3.67E-11,0.15250008,0.001369048,0.5937249,1.21E-08,0.000122826,9.00E-05,5.48E-05,7.14E-11,0.844523285,0.757327967,9.79E-08,6.45E-06,4.90E-06,2.68E-11,2.37E-11,0.999996629,0.282319614,0.012153808,1,0.000515919,8.36E-11,0.383040108,0.003191464,0.927424297,2.82E-08,0.000371254,0.000256021,0.000278021,1.63E-10,1,1,1.94E-07,3.00E-05,1.90E-05,6.38E-11,6.57E-11,1
FALSE,"N6,N6,N6-Trimethyl-L-lysine",C9 H20 N2 O2,Full match,Full match,Not the top hit,Full match,,188.15253,0.463,151059.9702,3,1,93.8,Single match found,No matches found,,62430.8259,137308.4422,216980.5001,4610.87315,166642.6277,74712.6918,121450.5478,7.398885163,7.169500741,3.099117593,8.591087509,14.99099052,19.57333053,8.303413106,0.615,0.514,1.131,1.787,0.038,1.372,2.199,3.476,0.074,2.669,1.197,1.58,0.034,1.214,0.544,0.021,0.768,0.344,36.141,16.204,0.448,-0.7,-0.96,0.18,0.84,-4.72,0.46,1.14,1.8,-3.76,1.42,0.26,0.66,-4.9,0.28,-0.88,-5.56,-0.38,-1.54,5.18,4.02,-1.16,0.000150962,3.87E-06,0.47997081,1.79E-05,2.29E-14,0.004246054,1.11E-06,2.37E-09,7.44E-14,4.69E-08,0.470636283,0.001766186,2.31E-14,0.264574861,2.36E-05,2.28E-14,0.16650919,2.01E-08,2.29E-14,3.36E-14,6.10E-07,0.000619209,1.47E-05,0.850279416,8.49E-05,7.98E-14,0.014944992,4.08E-06,1.63E-08,3.12E-13,2.26E-07,0.73194887,0.006539166,8.76E-14,0.523281149,7.86E-05,8.69E-14,0.407699847,1.02E-07,8.46E-14,1.42E-13,2.93E-06
FALSE,4-Guanidinobutanal,C5 H11 N3 O,Full match,Invalid mass,Partial match,Full match,,129.09031,0.467,115444.5747,4,62,,Single match found,No matches found,96.1,108097.0782,115444.5747,99048.81049,4992.398491,86116.06549,72850.97546,88747.02054,7.548718921,4.806612666,1.706667168,18.11103152,12.17350894,4.367277118,7.395473845,0.821,1.218,1.301,1.116,0.056,0.97,1.068,0.916,0.046,0.797,0.674,0.858,0.043,0.746,0.631,0.05,0.869,0.736,17.249,14.592,0.846,-0.28,0.28,0.38,0.16,-4.15,-0.04,0.09,-0.13,-4.44,-0.33,-0.57,-0.22,-4.53,-0.42,-0.66,-4.31,-0.2,-0.44,4.11,3.87,-0.24,0.196983903,0.314013253,0.023657552,0.757852258,2.28E-14,0.873629552,0.835177169,0.989393346,2.30E-14,0.075646321,0.007383012,0.432655806,2.29E-14,0.005967653,0.000577281,2.30E-14,0.255362049,0.030044773,2.32E-14,2.34E-14,0.881300777,0.482317566,0.538452212,0.054437807,1,7.98E-14,1,1,1,1.28E-13,0.150729169,0.016056551,0.826681629,8.76E-14,0.017119003,0.001551988,8.69E-14,0.591422927,0.077477415,8.46E-14,1.15E-13,1
FALSE,Prolylleucine,C11 H20 N2 O3,Full match,Full match,Partial match,Full match,,228.14748,0.982,123441.6618,6,3,96.5,Multiple matches found,No matches found,,30314.10194,116649.5578,79004.97681,8718.657962,90438.19742,72405.55076,68510.62638,5.418930308,7.066942872,1.373459262,6.036010408,5.768423357,5.813489971,5.605735067,1.057,0.442,1.703,1.153,0.127,1.32,3.848,2.606,0.288,2.983,2.389,0.677,0.075,0.775,0.621,0.11,1.145,0.916,10.373,8.305,0.801,0.08,-1.18,0.77,0.21,-2.97,0.4,1.94,1.38,-1.8,1.58,1.26,-0.56,-3.74,-0.37,-0.69,-3.18,0.19,-0.13,3.37,3.05,-0.32,0.67317207,2.10E-11,1.40E-08,0.074689957,2.26E-14,0.000281318,4.95E-14,1.31E-11,1.01E-13,2.43E-12,3.30E-11,3.34E-06,2.26E-14,0.000262154,4.67E-07,2.26E-14,0.191113878,0.815701211,2.26E-14,2.26E-14,0.01571016,1,2.01E-10,1.43E-07,0.191191996,7.98E-14,0.001286368,8.28E-13,1.38E-10,4.07E-13,2.26E-11,3.88E-10,2.13E-05,8.76E-14,0.001031269,1.98E-06,8.69E-14,0.462651244,1,8.46E-14,1.15E-13,0.040119023
FALSE,Clostebol,C19 H27 Cl O2,No match,Invalid mass,No match,No match,,322.16813,0.492,68130.18042,16,2,56.3,Single match found,No matches found,,55488.35431,4597.638944,19294.33363,58522.24289,12426.78288,70078.32156,36258.90377,7.224372151,27.8892419,33.3429952,72.17311441,33.03973056,33.38813943,13.94714102,1.933,1.53,0.127,0.532,1.614,0.343,0.083,0.348,1.055,0.224,1.263,4.197,12.729,2.703,15.242,3.033,0.644,3.632,0.212,1.197,5.639,0.95,0.61,-2.98,-0.91,0.69,-1.54,-3.59,-1.52,0.08,-2.16,0.34,2.07,3.67,1.43,3.93,1.6,-0.63,1.86,-2.24,0.26,2.5,0.3754977,0.744320022,0.000620651,0.697159046,0.999999994,0.063613177,0.000157066,0.148487016,0.799172508,0.009302071,0.996576172,0.030570528,0.002145032,0.377617481,5.63E-05,0.815442003,0.75656795,0.052346108,0.12915649,0.467429382,0.002977053,0.835306734,1,0.001936141,1,1,0.171884089,0.000415991,0.276314968,0.923449875,0.021450897,1,0.083677663,0.003806275,0.701476917,0.000181371,1,1,0.129056072,0.224346501,0.724172662,0.008317093
FALSE,MFCD00085942,C4 H10 N2 O3 S2,No results,No results,Full match,No results,,198.01316,9.922,93436.40836,1,0,,No matches found,No matches found,,64052.83747,88928.8451,61637.45385,38882.7814,46725.03476,69453.29619,118679.9711,58.77317369,49.01716138,52.26376657,24.60705531,42.31993622,30.39019519,47.56208345,0.585,0.54,0.749,0.519,0.328,0.394,1.388,0.962,0.607,0.729,1.084,0.693,0.437,0.525,0.781,0.631,0.758,1.127,1.202,1.786,1.486,-0.77,-0.89,-0.42,-0.95,-1.61,-1.34,0.47,-0.06,-0.72,-0.46,0.12,-0.53,-1.19,-0.93,-0.36,-0.66,-0.4,0.17,0.27,0.84,0.57,0.980697794,0.999999924,0.989410897,0.999996863,0.530979813,0.939918296,0.997208813,0.999999984,0.6957219,0.977117339,0.994215508,0.998697809,0.941372089,0.999949171,0.999999967,0.736406209,0.985382557,0.99695959,0.987190957,0.959681672,0.999993321,1,1,1,1,0.764807794,1,1,1,0.840205906,1,1,1,1,1,1,1,1,1,1,1,1
FALSE,bromouracil,C4 H3 Br N2 O2,No results,No results,Full match,No results,,189.93701,0.415,1652059.766,3,0,,No matches found,No matches found,,7396.805289,7405.941053,4178.898898,2027769.728,15496.86207,69127.30381,15454.95785,3.68630908,7.953967756,14.7934549,6.381602426,4.921075742,2.69716334,12.35138208,4.473,0.479,0.479,0.27,131.205,1.003,1.001,0.565,274.141,2.095,9.346,0.564,273.803,2.092,9.334,485.24,3.708,16.542,0.008,0.034,4.461,2.16,-1.06,-1.06,-1.89,7.04,0,0,-0.82,8.1,1.07,3.22,-0.83,8.1,1.07,3.22,8.92,1.89,4.05,-7.03,-4.87,2.16,4.35E-12,9.13E-08,9.54E-08,2.16E-11,2.26E-14,0.998369182,1,1.81E-05,2.26E-14,8.26E-07,3.74E-14,1.72E-05,2.26E-14,8.63E-07,3.79E-14,2.26E-14,1.59E-10,2.31E-14,2.26E-14,2.28E-14,1.48E-11,1.14E-10,4.34E-07,7.85E-07,5.37E-10,7.98E-14,1,1,6.78E-05,1.28E-13,3.30E-06,1.48E-12,9.66E-05,8.76E-14,5.74E-06,1.16E-12,8.69E-14,1.87E-09,7.60E-13,8.46E-14,1.15E-13,1.70E-10
FALSE,Nicotinamide,C6 H6 N2 O,Full match,Full match,Full match,Full match,,122.04797,0.738,79286.29498,11,1,93.8,Single match found,No matches found,,10405.33516,70977.89509,46213.9328,10144.38875,50281.32399,68091.43897,44361.26128,10.80349972,7.623448903,8.22987408,4.039856281,3.673658547,5.808078307,9.25114835,1.535,0.235,1.6,1.042,0.229,1.133,6.821,4.441,0.975,4.832,6.544,0.651,0.143,0.708,0.959,0.22,1.088,1.473,4.957,6.712,1.354,0.62,-2.09,0.68,0.06,-2.13,0.18,2.77,2.15,-0.04,2.27,2.71,-0.62,-2.81,-0.5,-0.06,-2.19,0.12,0.56,2.31,2.75,0.44,4.31E-05,2.40E-13,5.61E-06,1,1.39E-13,0.56980998,2.85E-14,1.60E-12,0.988193014,5.46E-13,3.63E-14,2.44E-05,2.62E-14,0.000396747,0.915056225,9.76E-13,0.698415612,0.000169555,3.29E-13,3.04E-14,0.003344839,0.000200352,3.37E-12,2.93E-05,1,3.87E-13,1,5.72E-13,2.20E-11,1,5.85E-12,1.48E-12,0.000131877,8.93E-14,0.00148954,1,2.55E-12,1,0.000581488,9.34E-13,1.32E-13,0.009271963
FALSE,3-(Methylsulfinyl)-L-alanine,C4 H9 N O3 S,Full match,Invalid mass,Full match,No results,,151.03042,0.547,48384.2011,2,44,,No matches found,No matches found,81.7,19288.63218,14621.28354,32061.50195,13279.25547,7859.99427,67619.33514,25100.79711,4.028305085,16.03833867,3.456231131,4.906180521,11.58196118,3.002394389,11.57461418,2.694,0.768,0.583,1.277,0.529,0.313,0.758,1.662,0.688,0.407,3.506,2.193,0.908,0.538,4.625,0.414,0.245,2.109,0.592,5.092,8.603,1.43,-0.38,-0.78,0.35,-0.92,-1.68,-0.4,0.73,-0.54,-1.3,1.81,1.13,-0.14,-0.9,2.21,-1.27,-2.03,1.08,-0.76,2.35,3.1,4.82E-09,0.019162087,3.27E-06,0.044906539,1.32E-06,1.38E-10,0.007553441,0.0001231,0.002585901,3.24E-08,6.24E-10,1.62E-07,0.997531055,1.36E-05,1.71E-11,8.04E-08,5.04E-11,1.31E-06,3.37E-05,1.19E-11,9.73E-14,4.96E-08,0.043165122,1.84E-05,0.123039359,2.51E-06,2.78E-09,0.016099965,0.000397936,0.004330069,1.65E-07,4.62E-09,1.25E-06,1,6.85E-05,2.10E-10,1.61E-07,6.65E-10,5.47E-06,6.28E-05,3.50E-11,1.86E-12
FALSE,Adenosine,C10 H13 N5 O4,Full match,Full match,Full match,Full match,,267.09659,0.903,194211.367,15,1,98,Multiple matches found,No matches found,,8212.105536,194211.367,114212.0688,18807.82896,111302.4441,67264.26703,102448.8647,9.514111745,1.756616082,3.588549706,2.936827924,3.546480606,0.894735826,5.680778816,0.657,0.08,1.896,1.115,0.184,1.086,23.649,13.908,2.29,13.553,8.191,0.588,0.097,0.573,0.346,0.165,0.975,0.589,5.918,3.576,0.604,-0.61,-3.64,0.92,0.16,-2.45,0.12,4.56,3.8,1.2,3.76,3.03,-0.77,-3.37,-0.8,-1.53,-2.6,-0.04,-0.76,2.57,1.84,-0.73,4.81E-08,2.26E-14,9.40E-11,0.119546255,2.26E-14,0.253076653,2.26E-14,2.26E-14,2.50E-11,2.26E-14,2.26E-14,7.66E-09,2.26E-14,4.93E-09,2.44E-13,2.28E-14,0.999521489,1.03E-08,2.28E-14,2.50E-14,1.63E-08,3.79E-07,5.01E-13,1.74E-09,0.285729223,7.98E-14,0.607156992,5.35E-13,5.23E-13,7.13E-11,3.88E-13,1.48E-12,7.45E-08,8.76E-14,5.55E-08,5.33E-12,8.69E-14,1,5.41E-08,8.46E-14,1.16E-13,1.09E-07
FALSE,5-Hydroxyindole,C8 H7 N O,Full match,Full match,Full match,Full match,,133.05294,3.061,171195.283,22,4,71.2,Multiple matches found,No matches found,,24693.78984,161157.2945,183960.4808,6673.837814,79064.68747,66573.76953,89634.53459,7.323143717,3.287727284,28.78089427,4.166854378,0.75639369,12.25278836,16.00059672,0.743,0.275,1.798,2.052,0.074,0.882,6.526,7.45,0.27,3.202,2.696,1.141,0.041,0.491,0.413,0.036,0.43,0.362,11.847,9.975,0.842,-0.43,-1.86,0.85,1.04,-3.75,-0.18,2.71,2.9,-1.89,1.68,1.43,0.19,-4.59,-1.03,-1.28,-4.78,-1.22,-1.47,3.57,3.32,-0.25,0.016415947,9.17E-09,0.000945622,3.00E-05,3.53E-13,0.696300706,2.74E-10,6.13E-11,7.81E-08,2.80E-07,5.92E-06,0.61921971,9.02E-14,0.000195977,5.60E-06,4.02E-14,1.04E-05,4.54E-07,5.75E-12,2.28E-11,0.395935438,0.050185894,5.11E-08,0.002779714,0.000136161,9.40E-13,1,1.82E-09,5.51E-10,1.72E-07,1.19E-06,2.04E-05,1,2.66E-13,0.000794301,2.02E-05,1.21E-13,4.75E-05,2.00E-06,1.45E-11,6.35E-11,0.748499857
FALSE,"3,5,7-Trioxononanedioic acid",C9 H10 O7,Full match,Invalid mass,Full match,No results,,230.04263,3.266,146783.995,1,29,,No matches found,No matches found,92.3,20741.91293,145239.6585,39254.6023,6944.899626,48689.84195,65983.75084,57984.16886,7.597650239,6.828505683,15.61321379,10.02331658,12.7166156,6.962277304,6.443665442,1.138,0.358,2.505,0.677,0.12,0.84,7.002,1.893,0.335,2.347,3.181,0.27,0.048,0.335,0.454,0.177,1.24,1.681,7.011,9.501,1.355,0.19,-1.48,1.32,-0.56,-3.06,-0.25,2.81,0.92,-1.58,1.23,1.67,-1.89,-4.39,-1.58,-1.14,-2.5,0.31,0.75,2.81,3.25,0.44,0.580783106,1.25E-09,1.81E-08,0.001316091,3.02E-14,0.45375831,7.88E-13,2.59E-06,3.62E-09,5.15E-08,1.25E-09,5.37E-10,2.30E-14,1.09E-08,7.52E-07,2.78E-12,0.117252017,0.000188636,3.91E-13,5.01E-14,0.048156355,1,8.54E-09,1.82E-07,0.004602017,9.15E-14,0.972988761,9.58E-12,1.09E-05,8.71E-09,2.47E-07,8.60E-09,6.45E-09,8.76E-14,1.09E-07,3.11E-06,7.07E-12,0.300862489,0.000640763,1.11E-12,1.98E-13,0.115016295
FALSE,"2,3,5,6-Tetrachloro-4-pyridinethiol",C5 H Cl4 N S,No results,No results,Full match,No results,,246.85837,9.911,72413.16271,1,0,,No matches found,No matches found,,74775.6944,40366.4286,53757.17322,19757.17715,27976.70146,64463.47168,40448.12056,36.14859231,42.36400698,67.25160129,61.44388473,14.05878939,39.83377187,68.62191773,1.594,1.849,0.998,1.329,0.488,0.692,0.54,0.719,0.264,0.374,0.862,1.332,0.489,0.693,1.597,0.368,0.52,1.199,1.416,3.263,2.304,0.67,0.89,0,0.41,-1.03,-0.53,-0.89,-0.48,-1.92,-1.42,-0.21,0.41,-1.03,-0.53,0.68,-1.44,-0.94,0.26,0.5,1.71,1.2,0.974505085,0.919449851,0.999831506,0.998202602,0.81160174,0.917565058,0.9920783,0.998090756,0.345386065,0.466926037,0.999987457,0.999998241,0.726897179,0.845639137,0.99905425,0.635843329,0.768390351,0.999914404,0.999981768,0.458951611,0.594182263,1,1,1,1,1,1,1,1,0.45568815,0.711696381,1,1,0.989541962,1,1,0.907136483,1,1,1,0.714815464,1
FALSE,Trigonelline,C7 H7 N O2,Full match,Full match,Not the top hit,Full match,,137.04792,1.07,292907.4455,40,8,98.2,Multiple matches found,No matches found,,7535.051764,237075.6765,160821.7728,7250.950229,268054.9078,64308.59203,133081.9847,19.96283727,13.16978207,12.20559361,11.92755446,57.34033045,42.79693847,53.95203756,0.483,0.057,1.781,1.208,0.054,2.014,31.463,21.343,0.962,35.574,8.535,0.678,0.031,1.131,0.271,0.045,1.667,0.4,36.968,8.869,0.24,-1.05,-4.14,0.83,0.27,-4.2,1.01,4.98,4.42,-0.06,5.15,3.09,-0.56,-5.03,0.18,-1.88,-4.47,0.74,-1.32,5.21,3.15,-2.06,0.035145721,7.77E-07,0.619479915,0.999999989,1.13E-06,0.750063294,3.83E-07,3.18E-06,0.999981096,5.05E-07,0.000799533,0.757609043,5.28E-07,0.999992016,0.003661579,4.56E-06,0.856786161,0.063541191,7.01E-07,0.001251443,0.005449237,0.101091187,3.17E-06,1,1,2.17E-06,1,1.50E-06,1.34E-05,1,2.09E-06,0.00201769,1,1.06E-06,1,0.008591864,8.67E-06,1,0.152784437,1.37E-06,0.002365802,0.014761225
FALSE,Diethanolamine,C4 H11 N O2,Full match,Invalid mass,Full match,Full match,,105.07896,0.488,44695.76323,10,1,,No matches found,Single match found,74.5,16612.37905,6664.253031,7059.751172,6805.086773,51449.79669,63887.52001,34509.00815,2.687273484,11.17835882,4.142760369,5.476894136,4.418301857,4.609655657,3.39837548,1.851,0.481,0.193,0.205,0.197,1.491,0.401,0.425,0.41,3.097,3.846,1.059,1.021,7.72,9.587,0.964,7.288,9.05,7.56,9.388,1.242,0.89,-1.05,-2.37,-2.29,-2.34,0.58,-1.32,-1.23,-1.29,1.63,1.94,0.08,0.03,2.95,3.26,-0.05,2.87,3.18,2.92,3.23,0.31,8.85E-10,6.75E-11,2.29E-14,2.29E-14,2.29E-14,5.77E-07,2.63E-11,2.77E-11,1.38E-11,6.17E-13,3.56E-14,0.999999981,0.957427454,2.28E-14,2.26E-14,0.940270926,2.28E-14,2.26E-14,2.28E-14,2.26E-14,0.002101305,1.11E-08,5.87E-10,1.34E-12,2.28E-12,7.98E-14,4.90E-06,2.29E-10,2.64E-10,4.14E-11,6.47E-12,1.48E-12,1,1,1.19E-12,9.63E-13,1,9.65E-13,7.60E-13,8.46E-14,1.15E-13,0.006076748
FALSE,N2-Acetyl-L-aminoadipate,C8 H13 N O5,Full match,No results,Partial match,Full match,,203.07943,0.591,117550.7504,3,0,,Single match found,No matches found,,57928.21631,83476.03504,100887.0292,15735.20699,164018.1497,61113.01065,87362.11651,7.064526331,7.695184825,7.359918705,5.11617451,7.298003192,6.169990712,6.701638452,0.7,0.663,0.956,1.155,0.18,1.877,1.441,1.742,0.272,2.831,1.055,1.209,0.188,1.965,0.732,0.156,1.626,0.606,10.424,3.884,0.373,-0.52,-0.59,-0.07,0.21,-2.47,0.91,0.53,0.8,-1.88,1.5,0.08,0.27,-2.41,0.97,-0.45,-2.68,0.7,-0.72,3.38,1.96,-1.42,4.76E-05,5.29E-06,0.999688288,0.223353673,2.42E-14,2.46E-08,3.90E-05,7.14E-07,4.14E-12,5.33E-11,0.885074498,0.19825299,4.46E-14,7.91E-08,0.000328747,2.59E-14,2.73E-06,4.18E-06,2.29E-14,1.89E-12,1.45E-10,0.000219359,1.97E-05,1,0.509570213,7.98E-14,2.80E-07,0.000113254,3.31E-06,1.33E-11,3.85E-10,1,0.421731012,1.39E-13,6.37E-07,0.000906595,8.70E-14,1.35E-05,1.63E-05,8.46E-14,5.97E-12,1.39E-09
FALSE,Nicotinic acid,C6 H5 N O2,Full match,Full match,Full match,Full match,,123.03218,0.751,46357.21683,11,2,69.9,Multiple matches found,No matches found,,24414.81183,38126.90704,63703.63112,6633.851267,64835.1773,61006.31174,42429.36124,7.536458939,4.41425769,9.121420391,8.809748903,5.774994799,6.648975932,4.868788707,1.438,0.575,0.899,1.501,0.156,1.528,1.562,2.609,0.272,2.656,2.499,1.671,0.174,1.701,1.6,0.104,1.018,0.958,9.773,9.196,0.941,0.52,-0.8,-0.15,0.59,-2.68,0.61,0.64,1.38,-1.88,1.41,1.32,0.74,-2.52,0.77,0.68,-3.26,0.03,-0.06,3.29,3.2,-0.09,0.000105976,3.59E-08,0.093672307,1.40E-05,2.31E-14,7.83E-06,8.67E-06,1.05E-10,2.53E-12,8.00E-11,2.75E-10,8.07E-07,2.88E-14,5.13E-07,3.87E-06,2.29E-14,0.999875793,0.930537317,2.29E-14,2.30E-14,0.801991992,0.000449978,1.78E-07,0.192378827,6.75E-05,7.98E-14,5.08E-05,2.79E-05,8.92E-10,8.34E-12,5.67E-10,2.30E-09,5.57E-06,9.53E-14,3.50E-06,1.42E-05,8.69E-14,1,1,8.46E-14,1.15E-13,1
FALSE,795751,C15 H27 N3 O,Full match,Invalid mass,Full match,No results,,265.21543,2.603,107039.6944,2,36,,No matches found,No matches found,67.9,65056.02984,67452.22233,44585.26683,15028.63539,153524.1994,60488.62134,65756.17681,7.331550894,3.082927732,5.44340945,3.947157989,1.563291081,5.920120733,3.4617745,0.92,0.989,1.026,0.678,0.229,2.335,1.037,0.685,0.231,2.36,0.93,0.661,0.223,2.276,0.897,0.337,3.443,1.357,10.215,4.025,0.394,-0.12,-0.02,0.04,-0.56,-2.13,1.22,0.05,-0.55,-2.11,1.24,-0.11,-0.6,-2.17,1.19,-0.16,-1.57,1.78,0.44,3.35,2.01,-1.34,0.503959762,0.999999999,0.911908387,3.95E-08,2.28E-14,5.90E-13,0.934956723,2.04E-07,2.30E-14,3.44E-12,0.647428573,5.39E-08,2.29E-14,6.76E-12,0.158539851,6.75E-14,2.43E-14,2.11E-06,2.26E-14,2.31E-14,1.14E-12,1,1,1,3.26E-07,7.98E-14,4.85E-11,1,1.02E-06,1.28E-13,3.09E-11,0.972579113,4.52E-07,8.76E-14,1.57E-10,0.279211264,1.95E-13,9.65E-13,8.66E-06,8.46E-14,1.15E-13,1.67E-11
FALSE,PEG Monolaurate n7,C26 H52 O9,No match,Invalid mass,No match,No results,,530.34297,7.975,926661.8726,1,1,92.4,No matches found,No matches found,,64639.25068,51273.68642,45037.65132,77673.88509,39599.88009,58652.6712,39215.36683,107.892193,113.1989564,7.63403954,109.7284558,31.53318365,21.88809804,170.3226374,1.496,1.648,1.307,1.148,1.981,1.01,0.793,0.697,1.202,0.613,0.907,0.878,1.515,0.772,1.144,1.725,0.879,1.302,0.51,0.755,1.481,0.58,0.72,0.39,0.2,0.99,0.01,-0.33,-0.52,0.27,-0.71,-0.14,-0.19,0.6,-0.37,0.19,0.79,-0.19,0.38,-0.97,-0.41,0.57,0.973751064,0.999999808,0.999982667,0.945010936,0.999999581,0.928442977,0.999999794,0.981133988,0.999990823,0.973816844,0.992466665,0.991068418,0.999888665,0.986725025,0.997104663,0.943997257,0.999999997,0.999999381,0.929145318,0.970724005,0.99999499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FALSE,phosphonoacetamide,C2 H6 N O4 P,Full match,Invalid mass,Full match,No results,,139.00315,0.432,178965.1539,1,1,,No matches found,No matches found,60.8,16349.77505,9021.09211,7656.025716,210642.0999,24680.76802,56841.01889,31926.87609,5.475431458,12.19135631,5.687812964,9.490463427,5.173084399,6.92858871,12.25510293,1.78,0.512,0.283,0.24,6.598,0.773,0.552,0.468,12.883,1.51,3.477,0.849,23.35,2.736,6.301,27.513,3.224,7.424,0.117,0.27,2.303,0.83,-0.97,-1.82,-2.06,2.72,-0.37,-0.86,-1.09,3.69,0.59,1.8,-0.24,4.55,1.45,2.66,4.78,1.69,2.89,-3.09,-1.89,1.2,9.42E-06,3.19E-07,2.42E-11,4.32E-12,6.84E-14,0.007684311,5.80E-06,1.97E-07,2.35E-14,0.001007544,3.50E-10,0.278798672,2.28E-14,5.54E-09,8.36E-13,2.28E-14,4.94E-10,1.66E-13,4.60E-14,6.14E-11,1.24E-07,4.80E-05,1.39E-06,5.88E-10,1.49E-10,1.95E-13,0.025455769,1.93E-05,9.93E-07,1.28E-13,0.002722405,2.79E-09,0.561797701,8.76E-14,6.05E-08,1.49E-11,8.69E-14,4.90E-09,2.78E-12,1.43E-13,1.61E-10,6.91E-07
